month,Americano_lag1,Americano_lag2,Americano_lag7,Americano_lag14,Americano_roll_std7,Americano with Milk_lag1,Americano with Milk_lag2,Americano with Milk_lag7,Americano with Milk_lag14,Americano with Milk_roll_std7,Cappuccino_lag1,Cappuccino_lag2,Cappuccino_lag7,Cappuccino_lag14,Cappuccino_roll_std7,Cocoa_lag1,Cocoa_lag2,Cocoa_lag7,Cocoa_lag14,Cocoa_roll_std7,Cortado_lag1,Cortado_lag2,Cortado_lag7,Cortado_lag14,Cortado_roll_std7,Espresso_lag1,Espresso_lag2,Espresso_lag7,Espresso_lag14,Espresso_roll_std7,Hot Chocolate_lag1,Hot Chocolate_lag2,Hot Chocolate_lag7,Hot Chocolate_lag14,Hot Chocolate_roll_std7,Latte_lag1,Latte_lag2,Latte_lag7,Latte_lag14,Latte_roll_std7,dow_0,dow_1,dow_2,dow_3,dow_4
-1.7018654312095143,-0.07255917649088434,1.5598255539791783,1.5174021260504682,-0.12507452949341905,-0.39594322808745164,-0.06646956988478656,-0.5582075004179078,-0.5609662782284316,0.9221865652585319,-1.1650892995962876,-0.9715187228112436,-0.9715187228112436,-0.21568203452849113,-0.9626869198089051,0.10929434038067064,-0.5014858873767987,-0.4955607730981318,-0.4935527388737926,0.6956989454511902,-1.238734801146477,1.0853199137662897,-0.7721784304501143,0.13910308394955717,-0.7944598392276914,-0.6239954912625686,2.631811243190036,5.407556441375963,-0.5015378066337676,-0.5015378066337676,2.4744106520850977,1.211820637060618,0.30998749742306747,-0.5927089101596051,2.054147835770987,0.614284580109787,0.4632828457593228,-1.170846282980288,-0.07756830463015665,-0.0691400125837121,-0.8832707452163513,-0.4064216670264658,-0.4064216670264658,-0.4064216670264658,-0.4064216670264658,2.4224824153400117
-1.7018654312095143,-0.07255917649088434,-0.08176504920052141,1.5174021260504682,1.5071480803956998,-0.27257833286142635,-1.057815726452176,-0.06265594392445911,-0.06465374054158204,0.4259170940575488,-0.978908901014814,-0.9715187228112436,-0.9715187228112436,1.3057506955238385,-0.9626869198089051,0.18267009131746964,-0.5014858873767987,-0.4955607730981318,-0.4935527388737926,-0.49108160855378125,-1.238734801146477,-0.7721784304501143,1.0853199137662897,0.13910308394955717,-0.7944598392276914,-0.3181794320744908,-0.4975861803753371,2.4579802006254377,0.9692640757416632,-0.5015378066337676,2.4744106520850977,0.3132831760582848,1.2089512399499631,2.1054950238809225,-0.5912432093090835,0.45901009223112715,-0.6309870433192587,0.46624771625822187,-0.6247393183726135,-0.6159746575639797,-0.8832707452163513,-0.4064216670264658,-0.4064216670264658,-0.4064216670264658,-0.4064216670264658,-0.4127996940938137
-1.7018654312095143,-0.07255917649088434,-0.08176504920052141,-0.11240015748521992,-0.12507452949341905,-0.3959432280874522,-0.06646956988478656,-1.0537590569113564,-0.06465374054158204,-0.07035237714343431,-0.978908901014814,-0.9715187228112436,-0.9715187228112436,-0.9763983995546559,-0.9626869198089051,-0.7637788059889037,-0.5014858873767987,-0.4955607730981318,-0.4935527388737926,0.6956989454511902,-1.238734801146477,2.0140690858744916,-0.7721784304501143,0.13910308394955717,1.073594377334718,0.3982818409957117,-0.4975861803753371,-0.4915960401250875,0.9692640757416632,-0.5015378066337676,2.6445963364333807,-0.5852542849440484,0.30998749742306747,-0.5927089101596051,1.172350820744297,-0.1085995739154256,-1.1781219878585494,-0.625148283234118,-0.07756830463015665,-0.0691400125837121,-0.6612642450133603,-0.4064216670264658,-0.4064216670264658,-0.4064216670264658,-0.4064216670264658,-0.4127996940938137
-1.7018654312095143,-0.8959480923222233,-0.08176504920052141,0.7025009842826242,-0.9411858344379784,0.06582889208797678,-1.057815726452176,-0.06265594392445911,-1.0572788159152813,-0.5666218483444174,-0.978908901014814,-0.9715187228112436,-0.9715187228112436,0.5450343304976737,-0.9626869198089051,-0.7637788059889037,-0.5014858873767987,-0.4955607730981318,-0.4935527388737926,-0.49108160855378125,-1.238734801146477,0.15657074165808765,2.0140690858744916,1.070023722688901,-0.7944598392276914,0.3982818409957117,-0.4975861803753371,-0.4915960401250875,-0.5015378066337676,0.9692640757416632,2.7677187362829554,-0.5852542849440484,-0.5889762451038282,-0.5927089101596051,-0.5912432093090835,-0.1085995739154256,-0.6309870433192587,-1.170846282980288,-0.07756830463015665,-0.0691400125837121,-0.7321070449462809,2.4604987409169823,-0.4064216670264658,-0.4064216670264658,-0.4064216670264658,-0.4127996940938137
-1.7018654312095143,1.5742186551717934,-0.9025603507903713,1.5174021260504682,-0.9411858344379784,0.3682947021276976,-1.057815726452176,-1.0537590569113564,-0.5609662782284316,-1.0628913195454006,-0.978908901014814,-0.9715187228112436,-0.9715187228112436,-0.9763983995546559,-0.9626869198089051,-2.201468426052788,-0.5014858873767987,-0.4955607730981318,-0.4935527388737926,0.6956989454511902,-1.238734801146477,0.15657074165808765,0.15657074165808765,0.13910308394955717,0.13956726905351338,0.2926940024130148,-0.4975861803753371,-0.4915960401250875,-0.5015378066337676,-0.5015378066337676,2.7677187362829554,-0.5852542849440484,-0.5889762451038282,0.3066924011872375,2.9359448507976773,-0.1085995739154256,-1.1781219878585494,-0.625148283234118,-0.6247393183726135,0.4776946323965555,-0.7321070449462805,-0.4064216670264658,2.4604987409169823,-0.4064216670264658,-0.4064216670264658,-0.4127996940938137
-1.7018654312095143,-0.8959480923222233,1.5598255539791783,1.5174021260504682,-0.12507452949341905,0.3682947021276976,-0.5621426481684813,-1.0537590569113564,-0.5609662782284316,-0.5666218483444174,-0.978908901014814,-0.9715187228112436,-0.9715187228112436,-0.9763983995546559,0.550935285432807,-2.201468426052788,-0.5014858873767987,-0.4955607730981318,-0.4935527388737926,-0.49108160855378125,-1.238734801146477,0.15657074165808765,0.15657074165808765,-0.7918175547897867,0.13956726905351338,0.2926940024130148,-0.4975861803753371,-0.4915960401250875,5.381669722867956,-0.5015378066337676,2.7677187362829554,1.211820637060618,-0.5889762451038282,0.3066924011872375,-0.5912432093090835,0.15208954401348018,-0.08385209877996791,-1.170846282980288,-1.1719103321150703,-1.1628093025442474,-0.5930976761369103,-0.4064216670264658,-0.4064216670264658,2.4604987409169823,-0.4064216670264658,-0.4127996940938137
-1.7018654312095143,-0.8959480923222233,-0.9025603507903713,-0.11240015748521992,-0.12507452949341905,-0.09807150445468543,-1.057815726452176,-0.5582075004179078,-0.06465374054158204,-0.5666218483444174,-0.9122930789323574,-0.21005810222945814,-0.9715187228112436,-0.9763983995546559,-0.9626869198089051,-1.4826236160208461,0.6172133998483675,-0.4955607730981318,-0.4935527388737926,-0.49108160855378125,-0.49894210951347345,1.0853199137662897,0.15657074165808765,1.070023722688901,-0.7944598392276914,0.06739166542474569,-0.4975861803753371,-0.4915960401250875,2.440065958117094,-0.5015378066337676,0.582336582324573,-0.5852542849440484,1.2089512399499631,1.20609371253408,0.29055380571760675,0.24536477615981722,-0.08385209877996791,-0.07945028348794805,0.46960270911230023,0.4776946323965555,-0.6612642450133603,-0.4064216670264658,-0.4064216670264658,-0.4064216670264658,2.4604987409169823,-0.4127996940938137
-1.7018654312095143,-0.07255917649088434,-0.9025603507903713,-0.11240015748521992,1.5071480803956998,-0.09807150445468543,-1.057815726452176,-1.0537590569113564,-1.0572788159152813,-0.5666218483444174,-1.1251272451626975,0.5514025183523273,-0.21005810222945814,-0.9763983995546559,-0.205875817188049,-0.7050736261166026,-0.5014858873767987,0.6291467206289326,-0.4935527388737926,-0.49108160855378125,-0.49894210951347345,1.0853199137662897,1.0853199137662897,-0.7918175547897867,0.13956726905351338,0.06739166542474569,-0.4975861803753371,-0.4915960401250875,-0.5015378066337676,-0.5015378066337676,-1.4380487815835084,-0.5852542849440484,-0.5889762451038282,0.3066924011872375,-0.5912432093090835,-0.05264485043060703,-0.6309870433192587,-0.07945028348794805,-0.6247393183726135,-0.0691400125837121,-1.1419647054934319,-0.4064216670264658,-0.4064216670264658,-0.4064216670264658,-0.4064216670264658,2.4224824153400117
-1.7018654312095143,0.7508297393404546,-0.08176504920052141,-0.11240015748521992,1.5071480803956998,0.11841758218259665,-0.06646956988478656,-1.0537590569113564,-0.06465374054158204,-0.07035237714343431,-0.9122930789323574,-0.21005810222945814,0.5514025183523273,-0.9763983995546559,1.307746388053663,-0.7050736261166026,-0.5014858873767987,-0.4955607730981318,-0.4935527388737926,-0.49108160855378125,-0.49894210951347345,-0.7721784304501143,1.0853199137662897,2.0009443614282447,0.13956726905351338,0.06739166542474569,1.0671125314073493,-0.4915960401250875,-0.5015378066337676,0.9692640757416632,-0.42785609962946825,-0.5852542849440484,-0.5889762451038282,-0.5927089101596051,2.054147835770987,-0.1085995739154254,-1.1781219878585494,-0.625148283234118,-1.1719103321150703,-0.6159746575639797,-1.0068774355316403,-0.4064216670264658,-0.4064216670264658,-0.4064216670264658,-0.4064216670264658,-0.4127996940938137
-1.7018654312095143,-0.8959480923222233,0.7390302523893285,-0.927301299253064,-0.12507452949341905,0.2707847838738485,0.4292035083989082,-0.06265594392445911,-1.0572788159152813,-0.07035237714343431,-0.5707670153341239,-0.21005810222945814,-0.21005810222945814,-0.9763983995546559,-0.9626869198089051,-0.7637788059889035,0.6172133998483675,-0.4955607730981318,-0.4935527388737926,-0.49108160855378125,-0.28366654303294986,0.15657074165808765,-0.7721784304501143,0.13910308394955717,0.13956726905351338,-0.6239954912625686,-0.4975861803753371,0.9831920802501752,-0.5015378066337676,0.9692640757416632,-0.42785609962946825,-0.5852542849440484,-0.5889762451038282,-0.5927089101596051,-0.5912432093090835,-0.1085995739154254,-0.08385209877996791,-1.170846282980288,-0.6247393183726135,-0.0691400125837121,-1.0068774355316406,-0.4064216670264658,-0.4064216670264658,-0.4064216670264658,-0.4064216670264658,-0.4127996940938137
-1.7018654312095143,-0.8959480923222233,-0.9025603507903713,1.5174021260504682,0.6910367754511404,0.2707847838738485,-1.057815726452176,0.43289561256898956,-1.0572788159152813,-1.0628913195454006,-0.5707670153341239,-0.9715187228112436,-0.21005810222945814,-0.9763983995546559,0.550935285432807,-0.7637788059889035,-0.5014858873767987,0.6291467206289326,-0.4935527388737926,-0.49108160855378125,-0.28366654303294986,-0.7721784304501143,0.15657074165808765,0.13910308394955717,1.073594377334718,-0.3181794320744905,-0.4975861803753371,-0.4915960401250875,-0.5015378066337676,-0.5015378066337676,-0.42785609962946825,-0.5852542849440484,-0.5889762451038282,-0.5927089101596051,-0.5912432093090835,-0.1085995739154254,-0.08385209877996791,-0.07945028348794805,-1.1719103321150703,-0.0691400125837121,-0.9233728539139427,2.4604987409169823,-0.4064216670264658,-0.4064216670264658,-0.4064216670264658,-0.4127996940938137
